primary_mood,primary_mood_weight,secondary_mood,secondary_mood_weight,introspection,temper,attitude,sensitivity,News_ID
ecstasy,0.6652,pleasantness,0.40270000000000006,0.8795000000000001,0.315,0.4629,0.0,N9089
pleasantness,0.997,,,0.0,0.0,0.659,0.0,N11347
grief,0.703,loathing,0.35450000000000004,-0.892,0.0,-0.777,0.0,N1433
grief,0.6773,rage,0.5152,-0.8835,-0.83,-0.26,0.0,N44508
bliss,0.9636,,,0.998,0.978,0.8140000000000001,0.907,N26327
loathing,0.397,grief,0.3258,-0.7675,0.0,-0.7909999999999999,-0.45399999999999996,N23797
ecstasy,0.8212,delight,0.3667,0.9309999999999999,0.0,0.7809999999999999,0.0,N413
ecstasy,0.9333,delight,0.1909,0.968,0.0,0.723,0.659,N17170
ecstasy,0.8682,enthusiasm,0.4121,0.9465,0.313,0.6078,0.7959999999999999,N57889
ecstasy,0.9909,pleasantness,0.3833,0.987,0.22,0.45649999999999996,0.32899999999999996,N764
ecstasy,0.9394,enthusiasm,0.0333,0.97,0.0,0.0,0.6709999999999999,N30865
rage,0.8393999999999999,loathing,0.2515,0.0,-0.937,-0.743,0.0,N26897
joy,0.703,pleasantness,0.4129,0.562,0.304,0.46630000000000005,0.0,N60625
ecstasy,0.7545000000000001,pleasantness,0.6773,0.909,0.0,0.5535,0.0,N59303
ecstasy,0.8409,,,0.9375,0.255,0.767,0.998,N62417
grief,0.9848,loathing,0.303,-0.985,0.0,-0.76,-0.29600000000000004,N32311
bliss,0.6379,ecstasy,0.5545,0.843,0.8704999999999999,0.6222,0.217,N61804
grief,0.9508,loathing,0.38789999999999997,-0.9738,0.0,-0.7879999999999999,0.0,N19316
grief,0.3348,fear,0.3152,-0.7705,0.0,0.22399999999999998,-0.434,N41810
grief,0.8787999999999999,,,-0.95,0.0,0.0,0.0,N18035
ecstasy,0.5538000000000001,delight,0.4318,0.8428,0.0,0.8025,0.0,N26623
ecstasy,0.8606,enthusiasm,0.7364,0.9440000000000001,0.0,0.7809999999999999,0.903,N51796
ecstasy,0.6386,delight,0.2879,0.8706999999999999,0.0,0.755,0.0,N47362
ecstasy,0.7545000000000001,,,0.909,0.0,0.787,0.992,N22982
ecstasy,0.4606,,,0.812,0.2625,0.2913,0.9990000000000001,N21082
ecstasy,0.9106000000000001,delight,0.1636,0.9605,0.66,0.7140000000000001,0.659,N64755
grief,0.703,disgust,0.8955,-0.892,0.0,-0.6255,0.0,N34117
terror,0.8273,loathing,0.24850000000000003,0.0,0.0,-0.742,-0.9329999999999999,N28455
ecstasy,0.4121,bliss,0.3394,0.7959999999999999,0.772,0.659,0.659,N45376
ecstasy,0.7803,bliss,0.6758,0.9175,0.883,0.7929999999999999,0.0,N15756
enthusiasm,0.42119999999999996,,,0.992,0.0,0.0,0.799,N51973
ecstasy,0.6545000000000001,delight,0.1689,0.8759999999999999,0.0,0.7158,0.0,N5645
ecstasy,0.7636,pleasantness,0.9295,0.912,0.298,0.6368,0.0,N20340
ecstasy,0.7121,delight,0.6636,0.895,0.449,0.879,0.8365,N56981
loathing,0.8576,grief,0.7303000000000001,-0.9009999999999999,-0.49,-0.943,0.0,N64352
terror,0.6212,,,0.0,0.0,0.0,-0.865,N53623
grief,0.6,terror,0.522,-0.858,-0.424,-0.8008,-0.8323,N22991
,,,,0.0,0.991,0.0,0.0,N40747
terror,0.7182,grief,0.2833,-0.7535,0.0,-0.672,-0.897,N38785
grief,0.9181999999999999,loathing,0.2727,-0.963,0.0,-0.75,0.0,N29639
ecstasy,0.9181999999999999,pleasantness,0.9742000000000001,0.963,0.0,0.6515000000000001,0.0,N33577
enthusiasm,0.6879000000000001,bliss,0.42729999999999996,0.7913,0.8009999999999999,0.7787999999999999,0.887,N62111
anger,0.997,,,0.0,-0.659,0.0,0.0,N6453
ecstasy,0.6727,serenity,0.8484999999999999,0.882,0.28,0.113,0.0,N63898
serenity,0.703,acceptance,0.33030000000000004,0.0,0.23199999999999998,0.109,0.0,N16072
ecstasy,0.49700000000000005,delight,0.4879,0.8240000000000001,0.0,0.821,0.0,N37356
enthusiasm,0.5727,,,0.0,0.0,0.0,0.8490000000000001,N12155
ecstasy,0.7242000000000001,delight,0.2848,0.899,0.0,0.754,0.659,N5809
grief,0.6212,loathing,0.3697,-0.865,0.0,-0.782,-0.6495000000000001,N23313
ecstasy,0.7870999999999999,delight,0.4409,0.9198000000000001,0.0,0.8055,0.22699999999999998,N46436
grief,0.7985,rage,0.4424,-0.9235,-0.8059999999999999,-0.754,0.0,N8947
terror,0.8090999999999999,loathing,0.1515,-0.574,-0.613,-0.71,-0.927,N22782
pleasantness,0.997,,,0.0,0.0,0.659,0.0,N52508
rage,0.4697,grief,0.3273,-0.768,-0.815,-0.233,-0.659,N42907
enthusiasm,0.6970000000000001,ecstasy,0.5529999999999999,0.8425,0.0,0.752,0.89,N2201
,,,,,,,,N56205
ecstasy,0.9576,delight,0.5606,0.976,0.0,0.845,0.0,N23338
loathing,0.43939999999999996,terror,0.0242,-0.525,0.0,-0.805,-0.6679999999999999,N63049
grief,0.8364,terror,0.6606000000000001,-0.9359999999999999,0.0,-0.8,-0.878,N21349
grief,0.6909000000000001,disgust,0.9818000000000001,-0.888,-0.49200000000000005,-0.654,0.0,N51959
ecstasy,0.8636,calmness,0.7424,0.945,0.575,0.455,0.0,N7980
fear,0.7167,dislike,0.5167,0.0,0.0,-0.1705,-0.5665,N63371
rage,0.5394,anxiety,0.8636,0.0,-0.838,-0.139,-0.285,N44405
ecstasy,0.3129,delight,0.22649999999999998,0.7633,0.0,0.7347,0.0,N62532
grief,0.8758,,,-0.9490000000000001,0.2425,0.1575,0.0,N47382
ecstasy,0.8985,enthusiasm,0.4576,0.9565,0.0,0.41700000000000004,0.8109999999999999,N62900
enthusiasm,0.6303,pleasantness,0.9348000000000001,0.0,0.635,0.6385000000000001,0.868,N34624
,,,,0.0,-1.0,0.0,0.0,N20975
grief,0.9205,loathing,0.3576,-0.9638,0.0,-0.778,-0.523,N23557
enthusiasm,0.8561,pleasantness,0.8811,0.586,0.25,0.6208,0.9425,N14717
bliss,0.6364,responsiveness,0.5121,0.0,0.87,0.0,0.16899999999999998,N18757
sadness,0.5455,fear,0.40299999999999997,-0.51,0.0,0.0,-0.46299999999999997,N58303
terror,0.8242,loathing,0.4364,0.0,-0.29350000000000004,-0.804,-0.932,N20259
grief,0.7333,dislike,0.8606,-0.902,-0.09699999999999999,-0.284,0.0,N6640
ecstasy,0.8454999999999999,enthusiasm,0.7364,0.9390000000000001,0.4065,0.6293,0.903,N16909
ecstasy,0.853,enthusiasm,0.6970000000000001,0.9415,0.0,0.769,0.89,N55968
ecstasy,0.5576,delight,0.3909,0.8440000000000001,0.0,0.789,0.0,N62107
pleasantness,0.1606,serenity,0.9697,0.0,0.32,0.38299999999999995,0.0,N19959
enthusiasm,0.6462,ecstasy,0.5939,0.856,0.0,0.7575,0.8732,N24732
bliss,0.297,joy,0.7476999999999999,0.5768,0.758,0.122,0.0,N30188
grief,0.9091,terror,0.6182,-0.96,0.0,-0.7105,-0.8640000000000001,N10988
ecstasy,0.7848,bliss,0.48479999999999995,0.919,0.82,0.736,0.659,N11392
ecstasy,0.8098000000000001,enthusiasm,0.4576,0.9273,0.0,0.758,0.8109999999999999,N59994
ecstasy,0.7,delight,0.3,0.8909999999999999,0.0,0.759,0.0,N12085
anxiety,0.6061,dislike,0.42729999999999996,0.0,0.0,-0.141,-0.2,N4570
joy,0.8924,calmness,0.6970000000000001,0.6245,0.56,0.2728,0.0,N13403
delight,0.1894,,,0.998,0.0,0.7225,0.659,N44547
ecstasy,0.9788,delight,0.41359999999999997,0.983,0.0,0.7965000000000001,0.0,N1912
enthusiasm,0.7696999999999999,delight,0.44549999999999995,0.0,0.0,0.807,0.914,N53969
ecstasy,0.7726999999999999,enthusiasm,0.42729999999999996,0.915,0.252,0.4014,0.8009999999999999,N30688
ecstasy,0.8909,delight,0.3273,0.9540000000000001,0.0,0.768,0.0,N33383
,,,,,,,,N63148
terror,0.6485,grief,0.6424,-0.872,0.0,-0.6755,-0.8740000000000001,N45809
ecstasy,0.9788,serenity,0.753,0.983,0.24850000000000003,0.139,0.0,N31779
ecstasy,0.597,delight,0.4515,0.857,0.0,0.809,0.0,N60439
terror,0.7545000000000001,loathing,0.3788,-0.562,0.0,-0.785,-0.909,N34769
loathing,0.5818,grief,0.2348,-0.7375,-0.49,-0.852,0.0,N35116
ecstasy,0.7121,bliss,0.3152,0.895,0.764,0.32899999999999996,0.0,N14127
ecstasy,0.6667000000000001,delight,0.6333,0.88,0.0,0.8690000000000001,0.0,N37139
enthusiasm,0.7364,delight,0.3152,0.0,0.0,0.764,0.903,N49695
grief,0.8447,loathing,0.3356,-0.9388,0.0,-0.7707999999999999,0.0,N43286
grief,0.8848,anxiety,0.997,-0.9520000000000001,0.0,0.0,-0.32899999999999996,N41109
ecstasy,0.7182,enthusiasm,0.2667,0.897,0.0,0.5685,0.748,N26052
delight,0.48479999999999995,ecstasy,0.2091,0.7290000000000001,0.0,0.82,0.0,N9720
ecstasy,0.7526999999999999,bliss,0.4788,0.9084,0.818,0.7929999999999999,0.748,N25641
grief,0.8120999999999999,loathing,0.2636,-0.9279999999999999,0.0,-0.747,0.0,N52012
ecstasy,0.7742,bliss,0.3909,0.9155,0.789,0.0,0.748,N15212
ecstasy,0.9545,enthusiasm,0.6242,0.975,0.0,0.773,0.866,N63945
ecstasy,0.6697,,,0.8809999999999999,0.292,0.489,0.992,N16935
ecstasy,0.8515,delight,0.7454999999999999,0.941,0.815,0.9059999999999999,0.0,N5668
enthusiasm,0.7364,ecstasy,0.7242000000000001,0.899,0.0,0.7395,0.903,N11240
ecstasy,0.647,,,0.8734999999999999,0.0,0.0,0.0,N3056
bliss,0.3515,joy,0.7364,0.573,0.7759999999999999,0.41700000000000004,0.0,N60119
bliss,0.9212,delight,0.2909,0.0,0.9640000000000001,0.7559999999999999,0.0,N20103
ecstasy,0.4083,pleasantness,0.3455,0.7947,0.319,0.444,0.0,N49530
sadness,0.7811,disgust,0.2121,-0.5878,0.0,-0.4,-0.162,N51841
ecstasy,0.8061,enthusiasm,0.8029999999999999,0.9259999999999999,0.583,0.5945,0.925,N19184
responsiveness,0.6212,,,0.0,0.0,0.0,0.205,N48134
ecstasy,0.6606000000000001,enthusiasm,0.49090000000000006,0.878,0.499,0.5195000000000001,0.8220000000000001,N57206
enthusiasm,0.9061,ecstasy,0.8909,0.9540000000000001,0.0,0.7759999999999999,0.9590000000000001,N48891
terror,0.09699999999999999,sadness,0.95,-0.6435,0.0,-0.642,-0.6920000000000001,N24518
sadness,0.9120999999999999,fear,0.2818,-0.631,0.0,0.0,-0.423,N4578
melancholy,0.7091,dislike,0.7,-0.23399999999999999,-0.107,-0.231,-0.094,N1437
ecstasy,0.45,delight,0.3273,0.8085,0.45,0.768,0.0,N49419
ecstasy,0.5068,delight,0.14550000000000002,0.8273,0.0,0.708,0.0,N21080
rage,0.38789999999999997,grief,0.37579999999999997,-0.784,-0.7879999999999999,-0.769,-0.43700000000000006,N63643
terror,0.597,loathing,0.4515,-0.645,0.0,-0.809,-0.857,N41687
ecstasy,0.8545,delight,0.3152,0.9420000000000001,0.0,0.764,0.0,N54835
ecstasy,0.9576,enthusiasm,0.6970000000000001,0.976,0.0,0.752,0.89,N2156
ecstasy,0.9758,enthusiasm,0.43329999999999996,0.982,0.3325,0.5529999999999999,0.8029999999999999,N16112
ecstasy,0.9212,enthusiasm,0.8212,0.9640000000000001,0.0,0.7959999999999999,0.9309999999999999,N50395
ecstasy,0.6970000000000001,delight,0.1924,0.89,0.0,0.7234999999999999,0.7034999999999999,N20014
enthusiasm,0.9423999999999999,ecstasy,0.7091,0.894,0.0,0.76,0.971,N29340
ecstasy,0.9061,enthusiasm,0.8273,0.9590000000000001,0.784,0.8253,0.9329999999999999,N352
grief,0.847,disgust,0.5879,-0.9395,0.0,-0.524,0.0,N12926
enthusiasm,0.8879,bliss,0.8576,0.0,0.943,0.8133,0.953,N1728
joy,0.9470000000000001,eagerness,0.4515,0.6425,0.0,0.185,0.479,N33168
pleasantness,0.8787999999999999,,,0.0,0.0,0.62,0.0,N35179
ecstasy,0.7726999999999999,enthusiasm,0.3061,0.915,0.25,0.4495,0.7609999999999999,N64790
terror,0.5697,disgust,0.8955,-0.61,-0.502,-0.6255,-0.848,N39202
grief,0.5545,terror,0.303,-0.843,0.0,0.0,-0.76,N59619
grief,0.3333,disgust,0.9409000000000001,-0.77,0.0,-0.6405,0.0,N43084
calmness,0.997,,,0.0,0.659,0.0,0.659,N20057
ecstasy,0.7879,enthusiasm,0.6848000000000001,0.92,0.507,0.6525,0.8859999999999999,N58379
delight,0.4485,ecstasy,0.36060000000000003,0.779,0.659,0.8079999999999999,0.0,N52173
grief,0.2167,fear,0.5273,-0.7315,-0.424,0.0,-0.504,N43678
grief,0.9606,fear,0.6545000000000001,-0.977,0.0,0.0,-0.546,N37345
delight,0.4727,ecstasy,0.4326,0.8028,0.6405,0.816,0.0,N14452
ecstasy,0.6098,bliss,0.3909,0.8613,0.789,0.0,0.778,N18744
ecstasy,0.9727,enthusiasm,0.9061,0.981,0.17600000000000002,0.77,0.9590000000000001,N25540
delight,0.0545,,,0.0,0.0,0.6779999999999999,0.0,N26115
ecstasy,0.7484999999999999,bliss,0.2818,0.907,0.753,0.0,0.0,N56517
terror,0.3098,disgust,0.37200000000000005,0.0,-0.4485,-0.45280000000000004,-0.7622,N29459
grief,0.8303,loathing,0.6697,-0.934,-0.743,-0.8809999999999999,0.0,N29361
ecstasy,0.6333,delight,0.4667,0.8690000000000001,0.0,0.8140000000000001,0.0,N14527
ecstasy,0.9181999999999999,enthusiasm,0.31670000000000004,0.963,0.0,0.7025,0.7645000000000001,N13522
enthusiasm,0.8364,,,0.0,0.0,0.0,0.9359999999999999,N3856
enthusiasm,0.6182,ecstasy,0.353,0.7765000000000001,0.248,0.4228,0.8640000000000001,N60238
dislike,0.6727,,,0.0,0.0,-0.222,0.0,N33800
ecstasy,0.647,delight,0.6,0.8734999999999999,0.0,0.858,0.0,N37510
grief,0.6364,terror,0.5848,-0.87,0.0,-0.6695,-0.853,N52629
grief,0.8,annoyance,0.7394,-0.924,-0.244,0.309,0.0,N30862
,,,,-0.9990000000000001,-0.9990000000000001,-0.76,-0.872,N3792
ecstasy,0.775,enthusiasm,0.6788,0.9157,0.526,0.878,0.884,N50139
pleasantness,0.9652,joy,0.575,0.5196999999999999,0.125,0.6485,0.0,N16084
delight,0.7045,,,0.998,0.0,0.8925,0.0,N27521
pleasantness,0.8818,,,0.0,0.0,0.621,0.0,N53470
rage,0.7,grief,0.6379,-0.8704999999999999,-0.8909999999999999,-0.5185,-0.2588,N57150
ecstasy,0.8561,bliss,0.4061,0.9425,0.794,0.32899999999999996,0.0,N30893
ecstasy,0.7955,delight,0.475,0.9225,0.0,0.8168000000000001,0.0,N22660
grief,0.7273000000000001,disgust,0.8667,-0.9,0.0,-0.616,-0.55,N40048
loathing,0.8576,grief,0.7303000000000001,-0.9009999999999999,-0.49,-0.943,0.0,N38887
enthusiasm,0.9061,,,0.0,0.0,0.0,0.9590000000000001,N35391
grief,0.9091,terror,0.7909,-0.96,0.0,-0.627,-0.9209999999999999,N29212
delight,0.9879000000000001,calmness,0.36060000000000003,0.0,0.449,0.986,0.0,N47963
delight,0.503,,,0.0,0.0,0.826,0.0,N60730
loathing,0.4152,fear,0.9484999999999999,0.0,-0.642,-0.797,-0.643,N25043
pleasantness,0.4894,serenity,0.6424,0.0,0.212,0.4915,0.0,N25500
ecstasy,0.9318000000000001,enthusiasm,0.5333,0.9675,0.0,0.7958,0.836,N37203
ecstasy,0.7136,delight,0.6409,0.8955,0.0,0.8715,0.0,N53596
ecstasy,0.9045000000000001,delight,0.3833,0.9584999999999999,0.0,0.7865000000000001,0.0,N54329
grief,0.253,,,-0.7434999999999999,0.0,0.0,0.0,N4764
grief,0.4485,anger,0.8484999999999999,-0.8079999999999999,-0.61,0.0,0.0,N40361
grief,0.5667,loathing,0.3273,-0.847,-0.5425,-0.768,-0.5105,N56714
ecstasy,0.7121,enthusiasm,0.5347999999999999,0.895,0.0,0.772,0.8365,N16157
ecstasy,0.5352,bliss,0.3848,0.8366,0.787,0.7795000000000001,0.0,N50164
ecstasy,0.7818,enthusiasm,0.7167,0.9179999999999999,0.0,0.778,0.8965000000000001,N27048
enthusiasm,0.9484999999999999,delight,0.2515,0.0,0.0,0.743,0.973,N11977
joy,0.997,serenity,0.6970000000000001,0.659,0.23,0.1,0.0,N18472
bliss,0.9636,ecstasy,0.8636,0.945,0.978,0.7440000000000001,0.0,N1229
ecstasy,0.6455,delight,0.1788,0.873,0.0,0.7190000000000001,0.0,N21362
ecstasy,0.6182,enthusiasm,0.3818,0.8640000000000001,0.0,0.196,0.7859999999999999,N3112
ecstasy,0.7484999999999999,,,0.907,0.0,0.7809999999999999,0.907,N19379
ecstasy,0.5,bliss,0.38789999999999997,0.825,0.7879999999999999,0.0,0.0,N9970
grief,0.9394,loathing,0.35609999999999997,-0.97,0.0,-0.7775,0.0,N50828
terror,0.8181999999999999,disgust,0.6303,0.0,0.0,-0.5379999999999999,-0.93,N63397
terror,0.6455,loathing,0.3455,0.0,0.0,-0.774,-0.873,N2597
grief,0.8295,loathing,0.32420000000000004,-0.9338,0.0,-0.767,0.0,N27655
loathing,0.40759999999999996,grief,0.2182,-0.732,0.0,-0.7945,-0.6505,N4668
ecstasy,0.6667000000000001,enthusiasm,0.6347999999999999,0.88,0.0,0.0,0.8695,N51421
disgust,0.6515000000000001,,,0.0,0.0,-0.545,0.0,N32512
ecstasy,0.5515,pleasantness,0.9114,0.8420000000000001,0.5635,0.6308,0.0,N38376
ecstasy,0.85,bliss,0.4788,0.9405,0.818,0.39649999999999996,0.0,N45265
ecstasy,0.8758,,,0.9490000000000001,0.0,0.7695000000000001,0.997,N6093
loathing,0.6576000000000001,fear,0.7273000000000001,0.0,0.0,-0.877,-0.57,N33143
grief,0.0909,anger,0.997,-0.69,-0.659,-0.623,0.0,N5067
enthusiasm,0.897,ecstasy,0.7242000000000001,0.899,0.306,0.6178,0.956,N43051
bliss,0.9636,joy,0.603,0.529,0.978,0.0,0.0,N57406
grief,0.6364,,,-0.87,0.0,0.0,0.0,N28288
ecstasy,0.8332999999999999,delight,0.4424,0.935,0.0,0.8059999999999999,0.7509999999999999,N54398
grief,0.5788,loathing,0.39390000000000003,-0.851,0.0,-0.79,0.0,N37458
ecstasy,0.7742,delight,0.4303,0.9155,0.0,0.802,0.0,N20206
ecstasy,0.9303,enthusiasm,0.9015000000000001,0.9670000000000001,0.0,0.633,0.9575,N35007
enthusiasm,0.6182,joy,0.8454999999999999,0.609,0.0,0.43450000000000005,0.8640000000000001,N54495
ecstasy,0.7424,enthusiasm,0.6879000000000001,0.905,0.745,0.7585,0.887,N16888
loathing,0.4303,grief,0.0833,-0.6875,0.0,-0.802,-0.4768,N56579
ecstasy,0.9697,bliss,0.9106000000000001,0.98,0.9605,0.768,0.877,N15925
loathing,0.44549999999999995,grief,0.2924,-0.7565000000000001,0.0,-0.807,-0.45399999999999996,N19347
ecstasy,0.7273000000000001,delight,0.4788,0.9,0.0,0.818,0.0,N32585
enthusiasm,0.8726999999999999,pleasantness,0.997,0.0,0.499,0.659,0.948,N27302
ecstasy,0.728,enthusiasm,0.42119999999999996,0.9003,0.45,0.768,0.799,N44328
dislike,0.7061,,,0.0,0.0,-0.233,0.0,N37599
,,,,,,,,N17198
delight,0.6061,enthusiasm,0.4818,0.0,0.0,0.86,0.8190000000000001,N28814
ecstasy,0.3455,delight,0.1833,0.774,0.0,0.7204999999999999,0.0,N41057
delight,0.4742,ecstasy,0.3697,0.782,0.0,0.8165,0.0,N48274
fear,0.2409,dislike,0.8303,0.0,0.0,-0.27399999999999997,-0.40950000000000003,N13958
,,,,,,,,N53178
terror,0.7454999999999999,loathing,0.3864,0.0,-0.561,-0.7875,-0.9059999999999999,N5710
serenity,0.997,,,0.0,0.32899999999999996,0.0,0.0,N34100
terror,0.5061,,,0.0,0.0,0.0,-0.8270000000000001,N45355
grief,0.7667,rage,0.7576,-0.9129999999999999,-0.91,-0.746,-0.885,N61465
delight,0.8364,enthusiasm,0.5091,0.0,0.0,0.9359999999999999,0.828,N49022
grief,0.6727,loathing,0.36210000000000003,-0.882,-0.7152,-0.7795000000000001,0.0,N25298
eagerness,0.7879,,,0.0,0.0,0.0,0.59,N56674
grief,0.9606,anxiety,0.6697,-0.977,0.0,0.0,-0.221,N59709
grief,0.7364,loathing,0.2939,-0.903,0.0,-0.757,0.0,N58780
fear,0.5091,,,0.0,0.0,0.0,-0.498,N31608
,,,,0.9990000000000001,0.0,0.0,0.9990000000000001,N43599
ecstasy,0.6758,bliss,0.4152,0.883,0.797,0.772,0.0,N56865
rage,0.9515,fear,0.7273000000000001,0.0,-0.9740000000000001,0.0,-0.57,N11983
ecstasy,0.7,calmness,0.6742,0.8909999999999999,0.5525,0.162,0.0,N12845
pleasantness,0.997,serenity,0.5333,0.0,0.17600000000000002,0.659,0.0,N46949
loathing,0.2606,sadness,0.8787999999999999,-0.62,-0.107,-0.746,0.0,N25123
terror,0.7,grief,0.6758,-0.883,-0.57,-0.7675,-0.8909999999999999,N32540
joy,0.997,,,0.659,0.22699999999999998,0.0,0.659,N24321
pleasantness,0.997,eagerness,0.9076000000000001,0.0,0.0,0.659,0.6295000000000001,N49307
grief,0.7886,loathing,0.2803,-0.9203,-0.595,-0.7525,-0.465,N13491
enthusiasm,0.9484999999999999,delight,0.2515,0.0,0.0,0.743,0.973,N14914
ecstasy,0.7454999999999999,enthusiasm,0.4,0.9059999999999999,0.239,0.3298,0.792,N29366
enthusiasm,0.9423999999999999,,,0.0,0.0,0.0,0.971,N59653
ecstasy,0.8454999999999999,delight,0.3788,0.9390000000000001,0.0,0.785,0.207,N29353
fear,0.6870999999999999,anger,0.2848,0.0,-0.424,0.0,-0.5568,N53202
dislike,0.8606,annoyance,0.2939,0.0,-0.09699999999999999,-0.284,0.0,N59400
ecstasy,0.8120999999999999,delight,0.40759999999999996,0.9279999999999999,0.0,0.7945,0.0,N7454
ecstasy,0.7667,enthusiasm,0.4576,0.9129999999999999,0.0,0.635,0.8109999999999999,N54218
ecstasy,0.6174000000000001,delight,0.36060000000000003,0.8637999999999999,0.0,0.779,0.0,N58804
ecstasy,0.8364,pleasantness,0.40909999999999996,0.9359999999999999,0.301,0.465,0.0,N55102
ecstasy,0.7818,enthusiasm,0.39549999999999996,0.9179999999999999,0.294,0.0,0.7905,N35342
ecstasy,0.8561,enthusiasm,0.6939,0.9425,0.0,0.7945,0.889,N53300
joy,0.997,serenity,0.5333,0.659,0.17600000000000002,0.0,0.0,N62824
grief,0.8303,loathing,0.447,-0.934,0.0,-0.8075,0.0,N51855
delight,0.6242,,,0.0,0.0,0.866,0.0,N25444
grief,0.5545,terror,0.303,-0.843,0.0,-0.27899999999999997,-0.76,N41932
loathing,0.3788,grief,0.0788,-0.6859999999999999,0.0,-0.785,0.0,N54215
,,,,,,,,N60941
ecstasy,0.8697,enthusiasm,0.6242,0.9470000000000001,0.0,0.7622,0.866,N61732
ecstasy,0.7121,enthusiasm,0.5485,0.895,0.0,0.0,0.841,N13454
,,,,,,,,N8276
enthusiasm,0.7364,ecstasy,0.6697,0.8809999999999999,0.0,0.777,0.903,N58056
disgust,0.5015,anger,0.1015,0.0,-0.3635,-0.4955,0.0,N16314
dislike,0.6409,,,0.0,0.19899999999999998,-0.2115,0.0,N30813
joy,0.34850000000000003,,,0.445,0.0,0.0,0.0,N29946
melancholy,0.997,,,-0.32899999999999996,0.0,0.0,0.0,N35475
rage,0.997,grief,0.2652,-0.7475,-0.9890000000000001,-0.6075,0.0,N60590
ecstasy,0.8787999999999999,delight,0.7909,0.95,0.0,0.9209999999999999,0.495,N19670
pleasantness,0.0682,,,0.998,0.184,0.3525,0.0,N40067
loathing,0.4667,grief,0.4,-0.792,0.0,-0.8140000000000001,0.0,N48382
ecstasy,0.7681999999999999,enthusiasm,0.48479999999999995,0.9135,0.0,0.8140000000000001,0.82,N64050
rage,0.9484999999999999,,,0.0,-0.973,0.0,0.0,N54997
grief,0.5667,loathing,0.3394,-0.847,0.0,-0.772,0.0,N36133
grief,0.8454999999999999,loathing,0.397,-0.9390000000000001,0.0,-0.7909999999999999,0.0,N18000
ecstasy,0.7803,bliss,0.4485,0.9175,0.8079999999999999,0.0,0.747,N50156
enthusiasm,0.9091,ecstasy,0.9061,0.9590000000000001,0.0,0.7212999999999999,0.96,N57897
,,,,-0.9990000000000001,-0.9990000000000001,0.0,-0.877,N3701
sadness,0.703,fear,0.4818,-0.562,0.0,0.0,-0.489,N47431
ecstasy,0.65,delight,0.4045,0.8745,0.0,0.7935,0.748,N49922
ecstasy,0.6273,,,0.867,0.0,0.0,0.0,N16304
ecstasy,0.6879000000000001,pleasantness,0.4303,0.887,0.3715,0.47200000000000003,0.0,N17162
ecstasy,0.903,delight,0.2879,0.958,0.0,0.755,0.32899999999999996,N46280
rage,0.5576,,,0.0,-0.8440000000000001,0.0,0.0,N55448
joy,0.9545,pleasantness,0.4364,0.645,0.0,0.474,0.0,N38994
ecstasy,0.5333,pleasantness,0.3667,0.836,0.0,0.451,0.0,N32570
delight,0.503,eagerness,0.997,0.0,0.0,0.826,0.659,N38505
enthusiasm,0.6939,delight,0.4545,0.736,0.0,0.81,0.889,N62135
ecstasy,0.5394,delight,0.4303,0.838,0.0,0.802,0.496,N6040
ecstasy,0.4924,delight,0.3515,0.8225,0.748,0.7759999999999999,0.0,N60855
grief,0.8939,loathing,0.5303,-0.955,-0.789,-0.835,0.0,N26195
delight,0.9576,enthusiasm,0.5727,0.0,0.769,0.976,0.8490000000000001,N59493
anger,0.7545000000000001,dislike,0.5667,0.0,-0.579,-0.187,0.0,N17134
loathing,0.3788,grief,0.0788,-0.6859999999999999,0.0,-0.785,0.0,N17069
ecstasy,0.5394,pleasantness,0.42119999999999996,0.838,0.26899999999999996,0.469,0.0,N31769
dislike,0.5273,,,0.0,-1.0,-0.174,0.0,N26771
ecstasy,0.8409,bliss,0.4485,0.9375,0.8079999999999999,0.7855,0.0,N24860
enthusiasm,0.9061,ecstasy,0.3447,0.7737999999999999,0.0,0.6368,0.9590000000000001,N62751
grief,0.8273,loathing,0.34240000000000004,-0.9329999999999999,0.0,-0.773,0.0,N7216
ecstasy,0.9409000000000001,enthusiasm,0.1242,0.9704999999999999,0.568,0.659,0.701,N52007
bliss,0.8758,ecstasy,0.7152,0.8959999999999999,0.9490000000000001,0.6385000000000001,0.0,N6372
ecstasy,0.903,acceptance,0.9120999999999999,0.958,0.228,0.301,0.0,N26313
terror,0.397,loathing,0.3788,-0.625,0.0,-0.785,-0.7909999999999999,N57723
ecstasy,0.6758,calmness,0.1409,0.883,0.3765,0.109,0.0,N9228
disgust,0.8227,anger,0.48479999999999995,0.0,-0.49,-0.6015,0.0,N29666
ecstasy,0.7333,,,0.902,0.9990000000000001,0.7793000000000001,0.0,N37050
ecstasy,0.9061,enthusiasm,0.7364,0.9590000000000001,0.868,0.7865000000000001,0.903,N55186
joy,0.9879000000000001,calmness,0.3636,0.6559999999999999,0.45,0.0,0.0,N48485
enthusiasm,0.6727,delight,0.3394,0.0,0.0,0.772,0.882,N35592
rage,0.9758,grief,0.6273,-0.867,-0.982,-0.8220000000000001,-0.7829999999999999,N7101
ecstasy,0.6681999999999999,delight,0.34619999999999995,0.8805,0.0,0.7743000000000001,0.76,N20298
ecstasy,0.9167000000000001,bliss,0.6758,0.9625,0.883,0.828,0.0,N7381
ecstasy,0.8818,delight,0.3034,0.951,0.218,0.7601,0.589,N9533
